codice_istat,indice_istruzione
18160,35.7
18161,40.5
58106,45.58
82073,31.33
93045,19.88
14069,27.47
34042,42.88
78150,51.81
97081,18.29
65152,33.86
30126,37.78
60080,36.34
6175,43.46
77028,38.78
105019,19.52
104026,33.35
21102,31.29
103068,28.75
75089,35.63
98058,31.69
31024,40.06
95068,20.2
17192,22.89
95070,21.84
1281,25.32
47021,40.18
1283,32.52
18166,28.13
96071,34.88
14072,30.94
56053,41.87
97082,31.12
22210,29.16
96074,24.35
90079,26.73
58108,22.58
4235,20.35
13232,30.24
54059,40.11
87052,52.99
15229,44.94
97084,42.37
21111,36.06
26088,30.85
16230,16.92
13236,19.64
9066,29.91
27042,43.54
14075,22.87
97087,40.41
40050,26.96
1293,31.15
7073,29.72
101027,32.68
3158,29.61
97089,34.13
5114,30.09
102047,54.93
3159,29.78
26090,30.22
103073,28.67
6179,36.09
6180,41.52
28100,38.25
18178,27.27
15248,32.39
13245,39.26
20067,32.45
60090,25.66
17200,25.39
4244,26.16
85022,27.94
106026,23.84
28104,30.93
4246,20.75
106028,18.22
1304,35.43
92100,28.7
20068,23.38
4248,26.04
3164,31.17
18181,32.6
93049,28.81
87054,34.71
10066,21.9
103077,29.54
50039,42.93
1315,34.06
18184,32.9
15246,44.44
18188,26.94
23098,28.06
16246,28.14
30136,29.51
108003,43.13
110003,34.36
108051,38.6
108015,41.79
109007,29.73
108054,33.42
108032,35.07
109023,29.44
109015,35.62
108035,38.78
107014,19.32
107017,26.8
109037,32.58
108041,40.82
108048,37.29
